source,sequence,x1,x2,x3,x4,output,z1,z2,z3,z4,kernel_weight_alpha
starter,1,0.1914470844571281,0.038193371351508,0.6074178108720669,0.4145841369758819,64.443439863301,-0.6045981362776055,-2.0824090393372456,-0.22424585137232741,-0.8142568808900036,-254.1984996066039
starter,2,0.7586529492430261,0.5365177380716337,0.6560003817255494,0.3603415530292175,18.30137959857266,1.8135157677496074,-0.4706519119890942,-0.06773634502520304,-0.9762741744010536,-60.0686128445946
starter,3,0.4383498726531087,0.8043397048222797,0.2102452663986996,0.1512948160943209,0.1129397953712203,0.4479986405648727,0.39557898619451604,-1.5037433702999858,-1.6006763335756835,-111.93381270881719
starter,4,0.7060508340594309,0.5341919611519633,0.2642433451718953,0.4820875490370939,4.210898128938665,1.5892622576863686,-0.4781742965587532,-1.3297877211027964,-0.6126307906640555,118.58155868490508
starter,5,0.8364779930351233,0.19360964686178,0.6638926969585176,0.7856488828898288,258.3705254462536,2.1452997498250266,-1.579737874753657,-0.042311128958046375,0.2940772263025437,82.87493152119569
starter,6,0.6834322498676915,0.1186626417884907,0.8290459096967396,0.5675766059352313,78.43438888779464,1.4928346353378221,-1.8221429780708605,0.4897325102156493,-0.35728333824424663,-190.83101627505263
starter,7,0.553621479516824,0.6673499787364745,0.3238058191550842,0.8148697537245304,57.57153693261287,0.9394249332071819,-0.04749420495905296,-1.137906286338129,0.38135710978540743,94.6533617721299
starter,8,0.3523562694659523,0.3222415319718313,0.1169793675885731,0.4731125215557709,109.5718755614928,0.08139042927151206,-1.1636968952709241,-1.8042009114584403,-0.6394383200240329,-227.04847971975815
starter,9,0.1537857059438134,0.7293816904129607,0.4225984366784806,0.4430741656488165,8.847991759070865,-0.765156248740448,0.15313827479350572,-0.8196443350313941,-0.729159951470495,239.18751884338386
starter,10,0.4634422673852829,0.630024510146729,0.1079064558186504,0.957643898670113,233.22361017105,0.5549726201271484,-0.16821796251297436,-1.8334294376005438,0.8078095179188903,160.17609770040653
starter,11,0.6774911484129013,0.3585095065455117,0.4795922244652951,0.0728804811001407,24.423088313942344,1.4675065121201836,-1.0463934471205727,-0.6360379627323932,-1.834892283551775,86.39148380374223
starter,12,0.5839734124984879,0.1472426461525712,0.3480974620935275,0.4286146510285499,64.42014681963983,1.0688213934937263,-1.729705142777691,-1.0596503814350677,-0.7723491075505698,96.73784596639533
starter,13,0.3068887187315784,0.3168781265532129,0.6226344812966896,0.0953990581063173,63.47671578508436,-0.11244698221991024,-1.1810440440110355,-0.1752251113298339,-1.7676314962734938,-398.01258769368866
starter,14,0.5111417749497505,0.8179569972191587,0.7287104181315311,0.1123536230961304,79.72912992694343,0.7583253173007376,0.43962212263656786,0.16650016622697814,-1.7169898687469047,88.9213458395168
starter,15,0.4389333758453766,0.7740917616539319,0.3781670863874171,0.933696206815422,355.8068177560159,0.4504862332889005,0.297746447300051,-0.9627806198805943,0.7362801043506002,-712.9006993377137
starter,16,0.2241890233028834,0.8464804904862864,0.8794841797090803,0.8785156842249731,1088.8596181962705,-0.46501259514852156,0.5318771810691808,0.6522201802165164,0.5714612798377305,34668.77451875308
starter,17,0.7252617231526987,0.4798704862952277,0.0889468426065851,0.7597602201100938,28.866751637393826,1.6711621831088437,-0.6538691453670987,-1.8945081259495375,0.21675032240140954,16.418507713701207
starter,18,0.3554816095006123,0.639619366711706,0.4176176788641453,0.122603839671336,45.181570346703786,0.09471438916300048,-0.13718480522173085,-0.8356899236666099,-1.6863734742725953,24.128735518861177
starter,19,0.119879225824281,0.8625403059525095,0.6433313263318788,0.8498038287021323,431.6127567592104,-0.9097064660493117,0.583820300391136,-0.10854990368861048,0.48570177531145314,1359.3475091299272
starter,20,0.1268846700785032,0.1534296212513496,0.770162187580243,0.1905181050957739,9.972331894593824,-0.8798408331165202,-1.7096942786134224,0.30003768512852597,-1.4835202052307332,422.690484552692
week_01,1,0.21,0.87,0.9,0.9,1415.8763939603884,-0.5255032858543021,0.6079475874592234,0.7183122138333005,0.635632829965749,-51898.091996484356
week_02,2,0.18,0.9,0.95,0.95,2308.1487028593933,-0.6533993842985577,0.704978190515407,0.8793879901843838,0.7849779401381901,30461.453108604703
week_03,3,0.17,0.92,0.97,0.97,2840.9903787629305,-0.6960314171133095,0.7696652592195293,0.9438183007248173,0.8447159842071668,98504.44543115531
week_04,4,0.16,0.94,0.98,0.98,3238.333368768757,-0.7386634499280614,0.8343523279236514,0.9760334559950341,0.874585006241655,-176540.8644835015
week_05,5,0.15,0.96,0.99,0.99,3682.21106233868,-0.7812954827428135,0.8990393966277738,1.008248611265251,0.9044540282761433,-94629.32407473045
week_06,6,0.14,0.97,0.995,0.995,3922.765223349704,-0.8239275155575653,0.931382930979835,1.0243561889003592,0.9193885392933875,157549.84682373703
week_07,7,0.12,0.99,0.999,0.999,4278.816638076986,-0.9091915811870691,0.9960699996839574,1.0372422510084458,0.9313361481071828,4396.652135258128
week_08,8,0.12,0.995,0.9995,0.9995,4359.384134322703,-0.9091915811870691,1.012241766859988,1.038853008771957,0.9328295992089074,-2411.563404092896
week_09,9,0.12,0.997,0.9998,0.9998,4394.868042481448,-0.9091915811870691,1.0187104737304002,1.0398194634300633,0.9337256698699419,31058.960636434786
week_10,10,0.12,0.997,0.9998,0.9998,4394.868042481448,-0.9091915811870691,1.0187104737304002,1.0398194634300633,0.9337256698699419,31058.96063581767
week_11,11,0.11,0.998,0.9999,0.9999,4411.0387356061765,-0.951823614001821,1.0219448271656064,1.0401416149827654,0.9340243600902868,-19660.864075206424
week_12,12,0.1,0.999,1.0,1.0,4427.343995806448,-0.9944556468165728,1.0251791806008124,1.0404637665354675,0.9343230503106316,-26775.466999259905
week_13,13,0.09,0.999999,0.999999,0.999999,4440.957216598753,-1.0370876796313249,1.0284102996825832,1.0404605450199405,0.9343200634084281,-16601.51938872953
